molecule_chembl_id,canonical_smiles,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,pIC50
CHEMBL419443,O=C(O)[C@@H]1[C@@H](CC2CCNCC2)C(=O)N1C(=O)N1CCN(C(=O)c2ccc3ccccc3c2)CC1,active,478.5490000000003,2.0189000000000012,2.0,5.0,7.522878745280337
CHEMBL305950,O=C(O)[C@@H]1[C@@H](CC2CCNCC2)C(=O)N1C(=O)Nc1ccccc1,active,331.372,1.5198,3.0,4.0,6.8326826652518236
CHEMBL70350,O=C(O)[C@@H]1[C@@H](CC2CCNCC2)C(=O)N1C(=O)N1CCN(C(=O)CCCCCc2ccccc2)CC1,active,498.6240000000005,2.355000000000002,2.0,5.0,9.0
CHEMBL306448,O=C(O)[C@@H]1[C@@H](CCC2CCCNC2)C(=O)N1C(=O)N1CCN(C(=O)CCCCCc2ccccc2)CC1,active,512.6510000000004,2.7451000000000016,2.0,5.0,8.744727494896694
CHEMBL303437,N=C(N)N1CCC[C@H](C[C@H]2C(=O)N(C(=O)N3CCN(C(=O)CCCCCc4ccccc4)CC3)[C@@H]2C(=O)O)C1,active,540.6650000000004,1.9608700000000021,3.0,5.0,8.769551078621726
CHEMBL70665,CC(C)C(OC(=O)N1CCN(C(=O)N2C(=O)[C@H](CC3CCCNC3)[C@H]2C(=O)O)CC1)C(C)C,inactive,466.5790000000003,1.8425000000000011,2.0,6.0,4.747171231959408
CHEMBL441447,CC(C)C(OC(=O)N1CCN(C(=O)N2C(=O)[C@H](CCCCN)[C@H]2C(=O)O)CC1)C(C)C,active,440.5410000000003,1.5818000000000012,2.0,6.0,8.154901959985743
CHEMBL72282,NCCCC[C@H]1C(=O)N(C(=O)N2CCN(C(=O)CCCCCc3ccccc3)CC2)[C@@H]1C(=O)O,active,472.5860000000003,2.0942999999999987,2.0,5.0,8.769551078621726
CHEMBL307089,N=C(N)N1CCC(C[C@H]2C(=O)N(C(=O)Nc3ccccc3)[C@@H]2C(=O)O)CC1,active,373.4130000000001,1.1256699999999995,4.0,4.0,6.288192770958809
CHEMBL70666,CC(C)C(OC(=O)N1CCN(C(=O)N2C(=O)[C@H](CCCCCN)[C@H]2C(=O)O)CC1)C(C)C,active,454.5680000000003,1.9719000000000009,2.0,6.0,7.468521082957745
CHEMBL70619,CC(C)C(OC(=O)N1CCN(C(=O)N2C(=O)[C@H](Cc3ccc(N)nc3)[C@H]2C(=O)O)CC1)C(C)C,intermediate,475.5460000000002,1.6727000000000007,2.0,7.0,5.9775716288145135
CHEMBL306696,CC(C)C(OC(=O)N1CCN(C(=O)N2C(=O)[C@H](Cc3cccc(CN)c3)[C@H]2C(=O)O)CC1)C(C)C,active,488.58500000000026,2.1542000000000003,2.0,6.0,7.721246399047171
CHEMBL308015,CC(C)C(OC(=O)N1CCN(C(=O)N2C(=O)[C@H](CC3CCNC3)[C@H]2C(=O)O)CC1)C(C)C,intermediate,452.55200000000025,1.4524000000000017,2.0,6.0,5.584192272364457
CHEMBL422412,CC(C)C(OC(=O)N1CCN(C(=O)N2C(=O)[C@H](Cc3ccnc(N)c3)[C@H]2C(=O)O)CC1)C(C)C,active,475.5460000000002,1.6727000000000007,2.0,7.0,7.214670164989233
CHEMBL308109,CC(C)(C)CNC(=O)N1CCN(C(=O)N2C(=O)[C@H](CC3CCNCC3)[C@H]2C(=O)O)CC1,active,437.5410000000003,0.7810000000000026,3.0,5.0,7.522878745280337
CHEMBL70964,CC(C)C(OC(=O)N1CCN(C(=O)N2C(=O)[C@H](CCCCN=C(N)N)[C@H]2C(=O)O)CC1)C(C)C,active,482.58200000000033,0.8965000000000034,3.0,6.0,7.4089353929735005
CHEMBL430999,CC(C)C(OC(=O)N1CCN(C(=O)N2C(=O)[C@H](Cc3ccc(CN)cc3)[C@H]2C(=O)O)CC1)C(C)C,active,488.58500000000026,2.1542000000000003,2.0,6.0,6.675717544702307
CHEMBL71037,CC(C)(C)NC(=O)N1CCN(C(=O)N2C(=O)[C@H](CCCN=C(N)N)[C@H]2C(=O)O)CC1,active,425.49000000000024,-0.8026999999999946,4.0,5.0,8.397940008672037
CHEMBL302058,CC(C)C(OC(=O)N1CCN(C(=O)N2C(=O)[C@H](CCCN=C(N)N)[C@H]2C(=O)O)CC1)C(C)C,active,468.5550000000003,0.5064000000000046,3.0,6.0,8.397940008672037
CHEMBL273331,CC(C)C(OC(=O)N1CCN(C(=O)N2C(=O)[C@H](CCC3CCNCC3)[C@H]2C(=O)O)CC1)C(C)C,intermediate,480.60600000000034,2.2326000000000006,2.0,6.0,5.915781313260761
CHEMBL72279,CC(C)C(OC(=O)N1CCN(C(=O)N2C(=O)[C@H](CC3CCNCC3)[C@H]2C(=O)O)CC1)C(C)C,active,466.5790000000003,1.8425000000000011,2.0,6.0,7.5376020021010435
CHEMBL70529,CC(C)C(OC(=O)N1CCN(C(=O)N2C(=O)[C@H](CCCCCCN)[C@H]2C(=O)O)CC1)C(C)C,active,468.59500000000037,2.362000000000001,2.0,6.0,7.494850021680094
CHEMBL70738,N=C(N)N1CCC[C@@H](C[C@H]2C(=O)N(C(=O)N3CCN(C(=O)CCCCCc4ccccc4)CC3)[C@@H]2C(=O)O)C1,active,540.6650000000004,1.9608700000000021,3.0,5.0,8.769551078621726
CHEMBL303827,CC(C)C(OC(=O)N1CCN(C(=O)N2C(=O)[C@H](CCCN)[C@H]2C(=O)O)CC1)C(C)C,inactive,426.51400000000024,1.1917000000000015,2.0,6.0,4.481486060122112
CHEMBL144576,O=C(CCc1ccccc1)Nc1ccc(C(=O)OCN2C(=O)c3ccccc3S2(=O)=O)cc1,active,464.4990000000002,3.2169000000000016,1.0,6.0,6.769551078621726
CHEMBL357689,CC(C)(C)OC(=O)N(C(=O)OCN1C(=O)c2ccccc2S1(=O)=O)[C@H](CCCCNC(=O)OCc1ccccc1)C(=O)O,inactive,619.6490000000005,3.712200000000002,2.0,10.0,4.913640169325252
CHEMBL358761,C[C@H](NC(=O)OCN1C(=O)c2ccccc2S1(=O)=O)C(=O)N(CC(=O)O)C(=O)OCc1ccccc1,inactive,519.4880000000004,1.1532999999999995,2.0,9.0,4.872895201635193
CHEMBL144359,O=C(OCN1C(=O)c2ccccc2S1(=O)=O)c1ccc(OCCOc2ccccc2)cc1,inactive,453.4720000000002,3.1034000000000015,0.0,7.0,4.481486060122112
CHEMBL424493,Nc1ccc(C(=O)OCN2C(=O)c3ccccc3S2(=O)=O)cc1,inactive,332.33700000000005,1.2278000000000004,1.0,6.0,4.481486060122112
CHEMBL144648,O=C(CNC(=O)OCc1ccccc1)OCN1C(=O)c2ccccc2S1(=O)=O,intermediate,404.40000000000015,1.2582000000000004,1.0,7.0,5.158640529545145
CHEMBL343239,CC(C)(C)OC(=O)N(C(=O)OCN1C(=O)c2ccccc2S1(=O)=O)[C@@H](CCCCNC(=O)OCc1ccccc1)C(=O)O,active,619.6490000000005,3.712200000000002,2.0,10.0,6.453457336521869
CHEMBL145238,CC(C)(C)OC(=O)NCCCCCC(=O)OCN1C(=O)c2ccccc2S1(=O)=O,intermediate,426.49100000000004,2.416900000000001,1.0,7.0,5.270025714300444
CHEMBL341885,O=C(CCCCNC(=O)OCc1ccccc1)OCN1C(=O)c2ccccc2S1(=O)=O,active,446.4810000000002,2.4285000000000005,1.0,7.0,6.958607314841775
CHEMBL357829,O=C(NCc1ccc(C(=O)OCN2C(=O)c3ccccc3S2(=O)=O)cc1)Oc1ccccc1,active,466.4710000000001,2.9342000000000015,1.0,7.0,6.200659450546418
CHEMBL439808,O=C(O)CCN(C(=O)CCNC(=O)OCN1C(=O)c2ccccc2S1(=O)=O)C(=O)OCc1ccccc1,inactive,533.5150000000003,1.545,2.0,9.0,4.481486060122112
CHEMBL144167,O=C(NCCc1ccccc1)c1ccc(C(=O)OCN2C(=O)c3ccccc3S2(=O)=O)cc1,active,464.4990000000002,2.618100000000001,1.0,6.0,6.168130225719498
CHEMBL143450,O=C(CCCCCNC(=O)OCc1ccccc1)OCN1C(=O)c2ccccc2S1(=O)=O,active,460.50800000000027,2.818600000000001,1.0,7.0,6.360513510731414
CHEMBL356570,O=C(O)CCN(C(=O)CNC(=O)OCN1C(=O)c2ccccc2S1(=O)=O)C(=O)OCc1ccccc1,active,519.4880000000003,1.1549000000000003,2.0,9.0,6.5934598195660445
CHEMBL144669,O=C(NCc1ccccc1)Nc1ccc(C(=O)OCN2C(=O)c3ccccc3S2(=O)=O)cc1,active,465.4870000000002,2.9673000000000016,2.0,6.0,6.022276394711152
CHEMBL144342,O=C(Nc1ccc(C(=O)OCN2C(=O)c3ccccc3S2(=O)=O)cc1)OCc1ccccc1,active,466.4710000000002,3.394300000000002,1.0,7.0,7.191789027075778
CHEMBL144312,O=C(CCCNC(=O)OCc1ccccc1)OCN1C(=O)c2ccccc2S1(=O)=O,active,432.4540000000002,2.0384,1.0,7.0,6.45717457304082
CHEMBL144163,O=C(O)CN(C(=O)CNC(=O)OCN1C(=O)c2ccccc2S1(=O)=O)C(=O)OCc1ccccc1,active,505.46100000000024,0.7648000000000004,2.0,9.0,6.045757490560675
CHEMBL144867,O=C(NCc1ccc(C(=O)OCN2C(=O)c3ccccc3S2(=O)=O)cc1)OCc1ccccc1,active,480.49800000000016,3.072000000000002,1.0,7.0,6.453457336521869
CHEMBL344560,O=C(CCNC(=O)OCc1ccccc1)OCN1C(=O)c2ccccc2S1(=O)=O,active,418.42700000000013,1.6483,1.0,7.0,6.068542129310995
